qid:3881, aid:7770, score:-3, pre_computed_voteshare:-0.0048
qid:3881, aid:13262, score:-1, pre_computed_voteshare:-0.0016
qid:11088, aid:11092, score:-1, pre_computed_voteshare:-0.012
qid:10980, aid:12098, score:-2, pre_computed_voteshare:-0.2857
qid:12144, aid:12147, score:-3, pre_computed_voteshare:-0.0484
qid:12870, aid:12885, score:-1, pre_computed_voteshare:-0.037
qid:13863, aid:19051117, score:-2, pre_computed_voteshare:-0.4
qid:15496, aid:1838200, score:-8, pre_computed_voteshare:-0.002
qid:15496, aid:2607251, score:-3, pre_computed_voteshare:-0.0007
qid:15528, aid:15550, score:-4, pre_computed_voteshare:-0.0548
qid:15649, aid:15750, score:-1, pre_computed_voteshare:-0.1
qid:17944, aid:17949, score:-3, pre_computed_voteshare:-0.0069
qid:17944, aid:9771364, score:-1, pre_computed_voteshare:-0.0023
qid:17944, aid:14754238, score:-1, pre_computed_voteshare:-0.0023
qid:17993, aid:18013, score:-1, pre_computed_voteshare:-0.0714
qid:18088, aid:18651, score:-5, pre_computed_voteshare:-0.1613
qid:18088, aid:18653, score:-2, pre_computed_voteshare:-0.0645
qid:20034, aid:21240, score:-1, pre_computed_voteshare:-0.0313
qid:21652, aid:21858, score:-2, pre_computed_voteshare:-0.08
qid:21817, aid:21845, score:-1, pre_computed_voteshare:-0.0086
qid:22720, aid:147160, score:-2, pre_computed_voteshare:0
qid:23445, aid:23469, score:-1, pre_computed_voteshare:-0.0185
qid:23445, aid:4469413, score:-1, pre_computed_voteshare:-0.0185
qid:27578, aid:27591, score:-10, pre_computed_voteshare:-0.045
qid:31201, aid:31270, score:-1, pre_computed_voteshare:-0.0123
qid:31446, aid:1808454, score:-1, pre_computed_voteshare:-0.0105
qid:31584, aid:31606, score:-2, pre_computed_voteshare:-0.0909
qid:31924, aid:7666298, score:-1, pre_computed_voteshare:-0.0286
qid:32041, aid:32091, score:-2, pre_computed_voteshare:-0.0714
qid:32529, aid:12244107, score:-1, pre_computed_voteshare:-0.0323
qid:34144, aid:34162, score:-1, pre_computed_voteshare:-0.0111
qid:34571, aid:8704898, score:-1, pre_computed_voteshare:-0.0008
qid:35002, aid:4057390, score:-1, pre_computed_voteshare:-0.012
qid:35186, aid:27896288, score:-1, pre_computed_voteshare:-0.0089
qid:35842, aid:19091039, score:-1, pre_computed_voteshare:-0.0036
qid:37026, aid:1899610, score:-2, pre_computed_voteshare:-0.0063
qid:37628, aid:14277235, score:-1, pre_computed_voteshare:-0.0015
qid:38183, aid:38326, score:-1, pre_computed_voteshare:-0.5
qid:38183, aid:176747, score:-1, pre_computed_voteshare:-0.5
qid:39399, aid:16113198, score:-1, pre_computed_voteshare:-0.0192
qid:40119, aid:40214, score:-1, pre_computed_voteshare:-0.0082
qid:40119, aid:40243, score:-1, pre_computed_voteshare:-0.0082
qid:40480, aid:20437881, score:-1, pre_computed_voteshare:-0.0002
qid:40480, aid:27608651, score:-1, pre_computed_voteshare:-0.0002
qid:40480, aid:28027899, score:-1, pre_computed_voteshare:-0.0002
qid:41894, aid:2421152, score:-5, pre_computed_voteshare:-0.0685
qid:41894, aid:7201901, score:-3, pre_computed_voteshare:-0.0411
qid:42102, aid:46071, score:-3, pre_computed_voteshare:-0.0909
qid:43157, aid:43168, score:-1, pre_computed_voteshare:-0.003
qid:44396, aid:44405, score:-1, pre_computed_voteshare:-0.0154
qid:44912, aid:13739321, score:-8, pre_computed_voteshare:-0.0491
qid:46758, aid:48898, score:-1, pre_computed_voteshare:-0.0714
qid:47009, aid:47038, score:-1, pre_computed_voteshare:-0.2
qid:47555, aid:2658230, score:-11, pre_computed_voteshare:-0.3793
qid:48203, aid:49048, score:-2, pre_computed_voteshare:-0.0286
qid:51276, aid:18665561, score:-2, pre_computed_voteshare:-0.1818
qid:51320, aid:51327, score:-1, pre_computed_voteshare:-0.037
qid:51452, aid:23457131, score:-2, pre_computed_voteshare:-0.0714
qid:51582, aid:765241, score:-1, pre_computed_voteshare:-0.0294
qid:51574, aid:2980129, score:-2, pre_computed_voteshare:-0.0094
qid:52353, aid:52362, score:-4, pre_computed_voteshare:-0.0106
qid:53387, aid:85197, score:-1, pre_computed_voteshare:-0.1
qid:54295, aid:54399, score:-2, pre_computed_voteshare:-0.0364
qid:54882, aid:54891, score:-2, pre_computed_voteshare:-0.0714
qid:54952, aid:55262, score:-3, pre_computed_voteshare:-0.3333
qid:56943, aid:56970, score:-2, pre_computed_voteshare:-0.2857
qid:462923, aid:185906, score:-1, pre_computed_voteshare:-0.007
qid:462923, aid:462975, score:-8, pre_computed_voteshare:-0.0563
qid:57537, aid:57563, score:-1, pre_computed_voteshare:-0.0909
qid:58547, aid:58573, score:-1, pre_computed_voteshare:-0.1
qid:59175, aid:2117199, score:-1, pre_computed_voteshare:-0.0417
qid:60764, aid:17239646, score:-1, pre_computed_voteshare:-0.0047
qid:61692, aid:71947, score:-1, pre_computed_voteshare:-0.25
qid:62241, aid:27821517, score:-1, pre_computed_voteshare:-0.0078
qid:62289, aid:26106387, score:-1, pre_computed_voteshare:-0.0023
qid:62423, aid:114810, score:-3, pre_computed_voteshare:-0.375
qid:62650, aid:62872, score:-1, pre_computed_voteshare:-0.0345
qid:63150, aid:63218, score:-2, pre_computed_voteshare:-0.0068
